"Rolling_time_month" "q_id_month"
201301 0.4
201302 0.9
201303 0.7
201304 0.5
201305 0.5
201306 0.6
201307 0.5
201308 0.4
201309 0.5
201310 0.5
201311 0.4
201312 0.6
201401 0.5
201402 0.6
201403 0.3
201404 0.5
201405 0.4
201406 0.5
201407 0.7
201408 0.5
201409 0.4
201410 0.4
201411 0.5
201412 0.4
201501 0.5
201502 0.4
201503 0.4
201504 0.6
201505 0.5
201506 0.3
201507 0.4
201508 0.5
201509 0.5
201510 0.3
201511 0.4
201512 0.3
201601 0.5
201602 0.5
201603 0.5
201604 0.3
201605 0.4
201606 0.3
201607 0.3
201608 0.5
201609 0.4
201610 0.4
201611 0.4
201612 0.4
201701 0.3
201702 0.5
201703 0.3
201704 0.4
201705 0.4
201706 0.4
201707 0.5
201708 0.4
201709 0.3
201710 0.3
201711 0.3
201712 0.3
201801 0.4
201802 0.4
201803 0.3
201804 0.4
201805 0.3
201806 0.4
201807 0.4
201808 0.5
201809 0.4
201810 0.5
201811 0.7
201812 0.4
201901 0.5
201902 0.5
201903 0.4
201904 0.6
201905 0.5
201906 0.4
201907 0.5
201908 0.5
201909 0.5
201910 0.5
201911 0.4
201912 0.6
202001 0.4
202002 0.3
202003 0.4
202004 0.6
202005 0.4
202006 0.3
202007 0.4
202008 0.3
202009 0.4
202010 0.4
202011 0.4
202012 0.3
202101 0.4
202102 0.4
202103 0.4
202104 0.6
202105 0.6
202106 0.6
202107 0.6
202108 0.6
202109 0.6
202110 0.5
202111 0.5
202112 0.5
202201 0.4
202202 0.6
202203 0.5
202204 0.4
202205 0.5
202206 0.4
202207 0.6
202208 0.7
202209 0.6
202210 0.5
202211 0.6
202212 0.6
202301 0.7
202302 0.5
202303 0.5
202304 0.6
202305 0.7
202306 0.6
